title,company,location,url,source,salary,job_type,description,posted_date,tags
Software­entwickler (m/w/d),COPA Systeme GmbH & Co. KG,Wesel,https://www.arbeitnow.com/jobs/companies/copa-systeme-gmbh-co-kg/softwareentwickler-wesel-54591,Arbeitnow,,On-site,"<p>Wir sind COPA, das führende Beratungs- und Softwarehaus für die Getränkewirtschaft. An mehreren Standorten in Deutschland vertrauen wir seit 40 Jahren unseren Kunden aus der Getränkebranche. Wir suchen Verstärkung für unser Entwicklungsteam in Wesel. Werde jetzt Teil unseres Teams!</p><p style="";""></p><p><span style=""font-size: 1.3em"">DEINE AUFGABEN</span></p><ul><li><p>Du entwickelst Kundenanforderungen: Von der Analyse/Konzeption über Umsetzung, Tests und Dokumentation bis Rollout</p></li><",1769084414,"Internet and software, high school coursework"
Internship: Marketing & Content Creation (m/f/d),etalytics GmbH,Darmstadt,https://www.arbeitnow.com/jobs/companies/etalytics-gmbh/internship-marketing-content-creation-darmstadt-427551,Arbeitnow,,On-site,"<p>Full-time internship with a duration of three months, starting ideally in April 2026</p>
<p>You’re creative, hands-on, and want your work to have a real impact? You love storytelling, visual design, and digital channels - and you're excited about sustainability and technology?</p>
<p>At <strong>etalytics</strong>, we’re building the digital future of energy efficiency. Our smart solutions in IoT, data analytics, and AI help businesses reduce carbon emissions and optimize their energy use. As ",1769083319,Marketing and Communication
Technical Co-Founder - CTO,Nulegal GmbH,Berlin,https://www.arbeitnow.com/jobs/companies/nulegal-gmbh/technical-co-founder-cto-berlin-403075,Arbeitnow,,On-site,"<p><strong>The Vision: The First Vertically Integrated Full-Service Platform for Legal</strong></p>
<p>We are building the <strong>first vertically integrated full-service platform</strong> for legal. We allow the end-to-end completion of legal requests with the help of AI agents and <strong>experts in the loop</strong>.</p>
<p><strong>Lawyers</strong> are trapped in the time-for-money model. Their expertise is sold by the hour. Lawyers are selling their most valuable asset, their intellect, in ",1769083318,Software Development
AWS Cloud Architekt (m/w/d) - Berufseinstieg  100% Remote,FNTIO,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/fntio/aws-cloud-architekt-berufseinstieg-100-remote-frankfurt-am-main-332053,Arbeitnow,,Remote,"<p>Bei FNTIO sind wir Pioniere in der digitalen Transformation und Experten für innovative Cloud-Lösungen. Als zukunftsorientiertes Beratungsunternehmen unterstützen wir unsere Kunden dabei, die Chancen der Cloud-Technologie voll auszuschöpfen und fördern aktiv den Fortschritt jedes einzelnen Teammitglieds. Mit unserem Engagement für Nachhaltigkeit und einer Kultur, die Diversität und kontinuierliches Lernen schätzt, bieten wir mehr als nur einen Arbeitsplatz – wir bieten einen Raum, in dem Leid",1769083318,"Remote, Software Development"
Frontend Entwickler (m/w/d) - Angular mit Cloud-Erfahrung 100% Remote,FNTIO,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/fntio/frontend-entwickler-angular-mit-cloud-erfahrung-100-remote-frankfurt-am-main-479885,Arbeitnow,,Remote,"<p>FNTIO steht für innovative IT-Lösungen und zukunftsfähige Cloud-Infrastrukturen. Mit technischer Exzellenz und strategischem Business-Insight führen wir Unternehmen durch maßgeschneiderte digitale Transformationen. Zur Erweiterung unseres dynamischen Teams suchen wir aktuell einen kompetenten Frontend Entwickler (m/w/d) mit fundierten Kenntnissen in Angular und/oder React sowie Erfahrung im Cloud-Umfeld.</p>
<h2>Aufgaben</h2>
<p>Als Mitglied unseres Entwicklungsteams wirst du:</p>
<ul>
<li>An",1769083317,"Remote, Software Development"
Senior Cloud-Experte mit Spezialisierung auf AWS-Lösungen 100% Remote (m/w/d),FNTIO,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/fntio/senior-cloud-experte-mit-spezialisierung-auf-aws-losungen-100-remote-frankfurt-am-main-111501,Arbeitnow,,Remote,"<p>FNTIO ist führend in der digitalen Transformation und Cloud-Technologie. Unser engagiertes Team von AWS-zertifizierten Experten bietet innovative und nachhaltige IT-Strategien, um unsere Kunden optimal zu unterstützen. Unsere Unternehmenskultur zeichnet sich durch Offenheit, Zusammenarbeit und kontinuierliches Lernen aus. Wir wissen, dass der Erfolg unseres Unternehmens auf den Fähigkeiten und dem Wohlbefinden unserer Mitarbeiter beruht.</p>
<h2>Aufgaben</h2>
<ul>
<li>Entwicklung und Implemen",1769083316,"Remote, Consulting, Engineering"
AWS Cloud Architekt 100% Remote (M/W/D),FNTIO,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/fntio/aws-cloud-architekt-100-remote-frankfurt-am-main-243826,Arbeitnow,,Remote,"<p>Du begeisterst Dich für moderne Technologien und möchtest einen Arbeitsplatz, der Dich auch wirklich damit arbeiten lässt? Dann bist Du bei FNTIO genau richtig.</p>
<p>Wir arbeiten intern wie ein Start-up, haben flache Hierarchien und arbeiten alle fully remote. In unseren Projekten arbeiten wir mit namhaften Firmen, die wirklich jeder kennt. Wir bieten das Beste aus beiden Welten: Erfahrung mit großen Unternehmen und ein flexibler und dynamischer Arbeitsplatz.</p>
<p>Bei FNTIO arbeitest Du m",1769083316,"Remote, Consulting, Engineering"
Full-Stack Entwickler (m/w/d) - .NET und Cloud-Erfahrung 100% Remote,FNTIO,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/fntio/full-stack-entwickler-net-und-cloud-erfahrung-100-remote-frankfurt-am-main-184518,Arbeitnow,,Remote,"<p>FNTIO steht an der Spitze der IT-Innovation und entwickelt zukunftsorientierte Cloud-Infrastrukturen. Wir kombinieren technische Exzellenz mit geschäftlichem Weitblick, um Unternehmen auf ihrem Weg der digitalen Transformation maßgeschneidert zu unterstützen. Im Zuge unserer Expansion suchen wir nun einen qualifizierten Full-Stack Entwickler (m/w/d) mit umfassenden Kenntnissen in .NET und Erfahrungen im Bereich AWS Cloud.</p>
<h2>Aufgaben</h2>
<ul>
<li>Full-Stack-Lösungen unter Verwendung von",1769083315,"Remote, Software Development"
E-Commerce Content Manager (m/w/d),spized GmbH,Cologne,https://www.arbeitnow.com/jobs/companies/spized-gmbh/e-commerce-content-manager-cologne-272446,Arbeitnow,,On-site,"<p>Willst du dafür sorgen, dass Inhalte nicht nur gut aussehen, sondern im Onlineshop wirklich performen? Hast du Spaß daran, Produktdaten, Landingpages und Content strukturiert aufzubauen und kontinuierlich zu optimieren? Dann bist du bei uns genau richtig!</p>
<p>Wir sind ein wachsendes E-Commerce-Unternehmen und suchen dich als <strong>E-Commerce Content Manager (m/w/d) in Teilzeit</strong> für unseren Standort in Köln. In dieser Rolle verantwortest du die inhaltliche Pflege und Weiterentwick",1769083314,Marketing and Communication
Content & Shop Manager E-Commerce (m/w/d),spized GmbH,Cologne,https://www.arbeitnow.com/jobs/companies/spized-gmbh/content-shop-manager-e-commerce-cologne-230011,Arbeitnow,,On-site,"<p>Willst du dafür sorgen, dass Inhalte nicht nur gut aussehen, sondern im Onlineshop wirklich performen? Hast du Spaß daran, Produktdaten, Landingpages und Content strukturiert aufzubauen und kontinuierlich zu optimieren? Dann bist du bei uns genau richtig!</p>
<p>Wir sind ein wachsendes E-Commerce-Unternehmen und suchen dich als <strong>Content &#x26; Shop Manager E-Commerce (m/w/d) in Teilzeit</strong> für unseren Standort in Köln. In dieser Rolle verantwortest du die inhaltliche Pflege und W",1769083314,Marketing and Communication
Technischer Kundensupport Elektromobilität / SaaS (w/m/x),IO-Dynamics GmbH,Flensburg,https://www.arbeitnow.com/jobs/companies/io-dynamics-gmbh/technischer-kundensupport-elektromobilitat-saas-flensburg-63527,Arbeitnow,,On-site,"<p>Zur Verstärkung unseres Technical Operations Teams suchen wir derzeit eine:n Mitarbeiter:in für den technischen Kundensupport zur Unterstützung bei der Konzeption, Implementierung und Instandhaltung der Softwarelandschaft für unser Flotten- und Lademanagement.</p>
<h2>Aufgaben</h2>
<ul>
<li>Support bei Umsetzung komplexer Ladeinfrastrukturprojekte mit Hilfe unserer Lösungen</li>
<li>Support bei der Benutzung unseres Flotten- und Lademanagements durch den Kunden</li>
<li>Installation von Lastm",1769083313,IT
Thumbnail Designer (m/w/d),Spiegel Media GmbH,Viernheim,https://www.arbeitnow.com/jobs/companies/spiegel-media-gmbh/thumbnail-designer-viernheim-404356,Arbeitnow,,On-site,"<p>Wir sind ein junges, wachsendes Start-up in der Film- und Videoproduktion. Für unseren derzeit größten Kunden Omid Mouazzen produzieren wir wöchentlich reichweitenstarke Long-Form-YouTube-Videos im Automotive- und Lifestyle-Bereich.</p>
<p>Unser Ziel ist es, Deutschlands größter YouTube-Kanal zu werden. Dafür arbeiten wir mit hohen Veröffentlichungsfrequenzen und klaren Performance-Zielen.</p>
<p>Thumbnails spielen dabei eine zentrale Rolle: Sie entscheiden darüber, ob Inhalte wahrgenommen un",1769083312,"Media, Screen and Web Design"
Customer Success Manager (f/m/d),alago,Munich,https://www.arbeitnow.com/jobs/companies/alago/customer-success-manager-munich-68399,Arbeitnow,,On-site,"<p>Die Bauindustrie verliert jährlich <strong>1,6 Billionen US-Dollar</strong> durch Ineffizienzen. Ein zentraler Grund dafür: <strong>Dieselben Fehler wiederholen sich</strong>, weil entscheidende Informationen noch immer in Papierdokumenten oder in voneinander getrennten Systemen verborgen sind.</p>
<p><strong>Genau hier setzt alago an.</strong> Wir machen bestehende Projektdaten nutzbar, statt sie ungenutzt liegen zu lassen. Als Team von elf Personen entwickeln wir <strong>KI-gestütztes Proje",1769083312,Customer Service
Teamleitung (m/w/d) Debitoren- und Kreditorenbuchhaltung,yfood Labs GmbH,Munich,https://www.arbeitnow.com/jobs/companies/yfood-labs-gmbh/teamleitung-debitoren-und-kreditorenbuchhaltung-munich-422411,Arbeitnow,,On-site,"<h2>DEINE MISSION</h2>
<p><strong>Lust, Ernährung neu zu denken?</strong> Bei yfood machen wir seit 2017 gutes Essen alltagstauglich – ausgewogen, praktisch und richtig lecker. Mit unseren Produkten haben wir eine eigene Kategorie geformt: Smart Food. In ganz Europa unterwegs, rasant wachsend und immer auf der Suche nach neuen Ideen. Wenn du Teil eines dynamischen Teams sein möchtest, das die Lebensmittelbranche revolutioniert, dann bist du bei yfood genau richtig.</p>
<p>Als <strong>Teamleitung",1769081652,Finance
Sachbearbeiter/-in Personal (m/w/d),Seco Kältetechnik GmbH,Bochum,https://www.arbeitnow.com/jobs/companies/seco-kaltetechnik-gmbh/sachbearbeiter-in-personal-bochum-19790,Arbeitnow,,On-site,"<p>Die Seco Kältetechnik GmbH wurde 1993 durch unseren Inhaber in Bochum gegründet. Was als Planungsbüro für Großkälteanlagen begann, entwickelte sich innerhalb kurzer Zeit zu einem Vollservice in allen Bereichen der Kälte- und Klimatechnik. Unsere Kunden aus dem Lebensmitteleinzelhandel, dem Discount, der Industrie, der Kühlmöbelhersteller sowie der Gastronomie und dessen Handel wenden sich vertrauensvoll an uns.</p>
<p>Kein Wunder! Durch unsere Geschäftsbereiche im regionalen Anlagenbau sowie ",1769081651,HR
"(Senior) Consultant Governance, Risk & Compliance im SAP-Bereich (m/w/d)",dr. Fuchs Personalberatung KG,Mannheim,https://www.arbeitnow.com/jobs/companies/dr-fuchs-personalberatung-kg/senior-consultant-governance-risk-compliance-im-sap-bereich-mannheim-276335,Arbeitnow,,On-site,"<p>Unser Mandant ist ein international agierendes Beratungs- und IT-Dienstleistungsunternehmen mit Fokus auf digitale Transformationsprojekte im SAP-Umfeld.</p>
<p><strong>Ihre Aufgaben</strong><br>
Sie übernehmen die fachliche Verantwortung für die Beratung und Umsetzung innovativer SAP-Governance-, Risk-&#x26;-Compliance-Lösungen bei namhaften Kunden. In interdisziplinären Projektteams entwickeln Sie maßgeschneiderte Berechtigungskonzepte, analysieren Risiken in hybriden SAP-Landschaften (u. a",1769081650,Business Consulting
Senior CRM Manager (m/w/d),Apricot Health GmbH,Berlin,https://www.arbeitnow.com/jobs/companies/apricot-health-gmbh/senior-crm-manager-berlin-29623,Arbeitnow,,On-site,"<p>Bist Du ein CRM-Profi, der aus Kundendaten echte Beziehungen macht? Wenn Du es liebst, Customer Journeys so zu bauen, dass sie die Kundenzufriedenheit steigern und damit messbar Umsatz, Loyalität und Wiederkäufe treiben – dann suchen wir genau Dich. Bei Apriwell hilfst Du uns, Menschen zu mehr Gesundheit und Lebensqualität zu verhelfen – durch Kommunikation, die zur richtigen Zeit die richtigen Worte trifft.</p>
<h2>Aufgaben</h2>
<ul>
<li>Du entwickelst unsere <strong>CRM-Strategie</strong> w",1769081650,"CRM, Direct Marketing"
Human Resources Assistant (m/w/d),ONCARE GmbH,Munich,https://www.arbeitnow.com/jobs/companies/oncare-gmbh/human-resources-assistant-munich-483912,Arbeitnow,,On-site,"<p>Bei <strong>Oncare GmbH</strong> gestalten wir eines der innovativsten digitalen Gesundheits-Ökosysteme Europas. Unsere Plattformen verbinden Patienten, medizinische Leistungserbringer und Partner in einer gemeinsamen Infrastruktur – sicher, skalierbar und zukunftsorientiert.</p>
<p>Doch nachhaltige Innovation entsteht nicht allein durch Technologie. Sie entsteht durch Menschen, Strukturen und verlässliche Prozesse. Genau hier kommt Human Resources ins Spiel.</p>
<p>Wir suchen eine Persönlich",1769081649,HR
SQL BI-Entwickler (m/w/d) (Ref.Nr.: 46028),Wavestone Germany AG,Munich,https://www.arbeitnow.com/jobs/companies/wavestone-germany-ag/sql-bi-entwickler-refnr-46028-munich-337088,Arbeitnow,,On-site,"<p>Wir suchen einen Data Analyst (m/w/d) zur Unterstützung bei der fachlichen und technischen Weiterentwicklung eines Management Information Systems (MIS) auf Basis von BI Technologien, insbesondere Microsoft SQL und Infor EPM.</p>
<p><strong>Key Facts</strong><br>
Start: 09.02.2026<br>
Dauer: Nicht bekannt<br>
Auslastung: 100 %<br>
Einsatzart:<br>
Einsatzort:<br>
Einsatzland: Deutschland</p>
<p>Ihre Aufgaben</p>
<p>• Erheben und Aufbereiten von relevanten Unternehmensdaten (z. B. aus ERP-System",1769081648,IT
Personalvermittler:in / Headhunter (m/w/d) - Executive Search,SOPG Consulting,Neu-Isenburg,https://www.arbeitnow.com/jobs/companies/sopg-consulting/personalvermittlerin-headhunter-executive-search-neu-isenburg-207403,Arbeitnow,,On-site,"<p>Als Personalvermittler:in / Headhunter:in im Executive Search übernimmst du die ganzheitliche <strong>Besetzung anspruchsvoller Fach- und Führungspositionen im Bank- und Finanzumfeld.</strong></p>
<p>Du steuerst Suchmandate eigenständig – von der Anforderungsaufnahme über die gezielte Direktansprache bis hin zur erfolgreichen Besetzung – und agierst dabei als zentrale Schnittstelle zwischen Kandidaten und Kunden.</p>
<h2>Aufgaben</h2>
<ul>
<li>Eigenständige Durchführung von <strong>Executive-",1769081647,Recruitment and Selection
Sachbearbeiter Kundenservice & Support (m/w/d) in Teilzeit,MY Humancapital GmbH,Munich,https://www.arbeitnow.com/jobs/companies/my-humancapital-gmbh/sachbearbeiter-kundenservice-support-in-teilzeit-munich-181884,Arbeitnow,,On-site,"<p>Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als <strong>„Sachbearbeiter Kundenservice &#x26; Support (m/w/d)“ in Teilzeit.</strong></p>
<h2><strong>Aufgaben</strong></h2>
<ul>
<li>Als <strong>Sachbearbeiter Kundenservice &#x26; Support (m/w/d)</strong> bearbeiten Sie schriftlich Anfragen aus Vertriebsstellen und externen Bearbeitungsstellen und sorgen für eine fachgerechte Lösung</li>
<li>Dabei übernehmen Sie den Last-Level-Support für Produk",1769081646,Customer Service
Co-Founder (With Martech / CI background) - Equity Only Role,IndustryLens,Berlin,https://www.arbeitnow.com/jobs/companies/industrylens/co-founder-with-martech-ci-background-equity-only-role-berlin-263814,Arbeitnow,,Remote,"<p>IndustryLens is an AI-powered competitive intelligence platform for B2B SaaS companies. We automate competitor monitoring across 13+ data sources—websites, social media, ads, reviews—and deliver actionable insights via weekly email digests.monthly reports, battlecard, and insight dashboards</p>
<p>We're building the competitive intelligence tool that marketers, sales teams, and product managers actually use.</p>
<p>Founded in March 2024, we're bootstrapped with a working MVP. The product and ",1769081642,"Remote, Directors, Chief Executives"
Prüfmittelentwickler (m/w/d) für Arnstadt gesucht,agex IT gmbh,Arnstadt,https://www.arbeitnow.com/jobs/companies/agex-it-gmbh/prufmittelentwickler-fur-arnstadt-gesucht-484154,Arbeitnow,,On-site,"<p>Für einen Kunden suchen wir einen Prüfmittelentwickler (m/w/d)</p>
<p>Zur Verstärkung des Teams unseres Kunden suchen wir einen engagierten Prüfmittelentwickler (m/w/d), der mit technischem Know-how und strukturiertem Denken die Entwicklung und Umsetzung moderner Prüfsysteme im Bereich Bahntechnik vorantreibt.</p>
<h2>Aufgaben</h2>
<ul>
<li>Entwicklung von elektronischen Prüfgeräten sowie Hard- und Softwarelösungen für automatische Prüfsysteme</li>
<li>Programmierung und Anpassung von Standar",1769081641,Software Development
Working Student Influencer Marketing France and Benelux (m/f/d),KoRo Handels GmbH,Berlin,https://www.arbeitnow.com/jobs/companies/koro-handels-gmbh/working-student-influencer-marketing-france-and-benelux-berlin-314253,Arbeitnow,,On-site,"<h2>Your tasks</h2>
<p>Your Task: You know what's hot in the French and Benelux social media landscape and discover the potential of upcoming French and Benelux influencers before anyone else? You are known as the ""celebrity hunter"" and want to help make our products even more popular by finding the right advertising space and partners? You do not only impress with your friendly nature, but also with your strong negotiation skills? Sounds like you? Then team France is looking for you!</p>
<ul>
<",1769079768,Marketing and Communication
Graduate Engineer Elektrotechnik (m/w/d),Buro Happold,Berlin,https://www.arbeitnow.com/jobs/companies/buro-happold/graduate-engineer-elektrotechnik-berlin-247086,Arbeitnow,,On-site,"<p>Du bist <strong><em>Absolvent</em></strong> (m/w/d) <strong><em>im Bereich Elektrotechnik</em></strong> und auf der Suche nach einer neuen Herausforderung in <strong><em>Berlin</em></strong>?</p>
<p>Vielleicht ist diese Position bei Buro Happold genau das, was Du suchst!</p>
<h2>Aufgaben</h2>
<ul>
<li>Mitwirkung bei Planungsleistungen gemäß HOAI / VDI für die Gewerke Elektrotechnik und Nachrichtentechnik</li>
<li>Vermittlung und Verifizierung von Realisierungskosten von Projekten</li>
<li>Mit",1769079767,Engineering
Appian Entwickler (m/w/d)/ Low Code Entwickler (m/w/d),Fierro Hiring Solutions Andrea Fierro,Hamburg,https://www.arbeitnow.com/jobs/companies/fierro-hiring-solutions-andrea-fierro/appian-entwickler-low-code-entwickler-hamburg-161650,Arbeitnow,,Remote,"<p>Für einen unserer Mandanten suchen wir eine:n Appian‑Entwickler (m/w/d)</p>
<h2>Aufgaben</h2>
<ul>
<li>Entwicklung &#x26; Implementierung und Wartung innovativer Geschäftsanwendungen auf der Appian Plattform</li>
<li>Prozessmodellierung, Record-Konfiguration, Reporting, Debugging</li>
<li>Integration mit externen Systemen (REST, Web-APIs)</li>
<li>Eigenständige Analyse von Geschäftsanforderungen sowie Erstellung technischer Spezifikationen</li>
<li>Design, Entwicklung, Test und Deployment von",1769079767,"Remote, Software Development"
Bilanzbuchhalter:in (m/w/d),advacc  advanced accounting GmbH,Berlin,https://www.arbeitnow.com/jobs/companies/advacc-advanced-accounting-gmbh/bilanzbuchhalterin-berlin-239074,Arbeitnow,,Remote,"<p><strong>Gestalte die Zukunft der Buchhaltung: cloudbasiert, KI‑unterstützt, papierlos. Mit modernsten Tools verantwortest du die digitale Buchhaltung unserer Mandant:innen und erstellst selbständig komplexe Monats-, Quartals- und Jahresabschlüsse nach HGB. Du bist Ansprechpartner für bilanzielle und steuerliche Fragestellungen und treibst die Optimierung der Buchhaltungsprozesse auf höchstem Niveau voran.</strong></p>
<p>Idealerweise bringst du Erfahrung aus einem Steuerbüro mit, hast bereits",1769079766,"Remote, Finance"
Windparkplaner (m/w/d),Deutscher Bauservice GmbH,Molbergen,https://www.arbeitnow.com/jobs/companies/deutscher-bauservice-gmbh/windparkplaner-molbergen-335842,Arbeitnow,,On-site,"<p>Wir entwickeln uns aktuell rasant zu einem führenden Anbieter im Bereich Dienstleistungen für Ingenieurbüros und Tiefbauunternehmen. Um unsere bestehenden Projekte oder auch Projektbereiche weiter auszubauen, suchen wir erfahrene Unterstützung.</p>
<p>Du planst Windkraftanlagen schneller als der Wind? Du hast Bock bei der Planung von großen, deutschlandweiten Windkraft-Projekten mitzuwirken? Du konntest bereits Erfahrung im Projektmanagement sammeln, bist praxisorientiert und behältst auch in",1769079765,Project Management
Projektentwickler (m/w/d) für erneuerbare Energien,Deutscher Bauservice GmbH,Molbergen,https://www.arbeitnow.com/jobs/companies/deutscher-bauservice-gmbh/projektentwickler-fur-erneuerbare-energien-molbergen-169529,Arbeitnow,,On-site,"<p>Eine spannende Herausforderung für die nächsten Jahre in Deutschland wird ohne Frage die Etablierung Erneuerbare Energien sein.</p>
<p>Du hast Lust, Deinen entscheidenden Beitrag dazu zu leisten? Dann bist Du bei uns genau richtig! Bewirb Dich noch heute und unterstütze unser Team!</p>
<p>Wir sind ein erfolgreiches Beratungsunternehmen, welches auch eigene Projekte im Wind- und PV-Bereich durch eigengesicherte Flächen realisiert und benötigen daher Deine Unterstützung.</p>
<h2>Aufgaben</h2>
<",1769079765,Power Engineering and Environmental Engineering
Neues Jahr- neuer Job? Starte bei uns als Bauleiter (m/w/d) - Windparkbau,Deutscher Bauservice GmbH,Aschersleben,https://www.arbeitnow.com/jobs/companies/deutscher-bauservice-gmbh/neues-jahr-neuer-job-starte-bei-uns-als-bauleiter-windparkbau-aschersleben-142854,Arbeitnow,,On-site,"<p>Die Welt verändert sich - Du Dich auch?</p>
<p>Deine Zukunft beginnt heute! Im Zeitalter der Energiewende setzen wir auf neue Wege sowie motivierte Mitarbeiter. Für den Bau der kompletten Infrastruktur von Windparks stehst Du gerne als Schnittstelle zwischen Auftraggeber, Kommunen und beauftragten Tiefbauunternehmen zur Verfügung?</p>
<p>Dann bist Du bei uns genau richtig!</p>
<p>Werde Teil unseres motivierten Teams und trage gemeinsam mit uns einen Teil zur Energiewende bei.</p>
<h2>Aufgaben",1769079764,Engineering
Praktikant*in (w/m/d) - People Development & Customer Success,SPARRKS,Berlin,https://www.arbeitnow.com/jobs/companies/sparrks/praktikantin-people-development-customer-success-berlin-115304,Arbeitnow,,On-site,"<p>Du möchtest erleben, wie <strong>psychologische Erkenntnisse, Coaching und moderne HR-Arbeit</strong> in der Praxis zusammenkommen und dabei echten Impact für Menschen und Organisationen schaffen?</p>
<p>Dann bist Du bei Sparrks richtig.</p>
<p>Sparrks ist ein schnell wachsendes HR-Startup, das <strong>wirksame Personalentwicklung</strong> durch digitale 1:1-Coachings mit erfahrenen Executive Coaches ermöglicht. Unsere Kunden sind DAX-Unternehmen, Top-Beratungen und führende Scale-ups. Ziel i",1769079763,Business Development
Serviceberater*in (m/w/d),Autohaus Walter Mulfinger GmbH,Heidenheim,https://www.arbeitnow.com/jobs/companies/autohaus-walter-mulfinger-gmbh/serviceberaterin-heidenheim-165402,Arbeitnow,,On-site,"<p>Für unseren Standort <strong>Heidenheim</strong> suchen wir für die Marken BMW/MINI und Renault/Dacia zum nächstmöglichen Zeitpunkt eine*n engagierte*n</p>
<p>SERVICEBERATER*IN (m/w/d)</p>
<h2>Aufgaben</h2>
<p>• Ansprechpartner für unsere Kunden im Servicebereich</p>
<p>• Auftragsannahme und Koordination der durchzuführenden Reparaturen</p>
<p>• Verkauf von Serviceleistungen</p>
<p>• Vor- und Nachbearbeitung der Serviceleistungen</p>
<h2>Qualifikation</h2>
<p>• Kenntnisse in Kfz-Technik, bevo",1769079763,Customer Service
Bauleiter (m/w/d) - Windparkbau,Deutscher Bauservice GmbH,Freiburg im Breisgau,https://www.arbeitnow.com/jobs/companies/deutscher-bauservice-gmbh/bauleiter-windparkbau-freiburg-im-breisgau-122193,Arbeitnow,,On-site,"<p>Die Welt verändert sich - Du Dich auch?</p>
<p>Deine Zukunft beginnt heute! Im Zeitalter der Energiewende setzen wir auf neue Wege sowie motivierte Mitarbeiter. Für den Bau der kompletten Infrastruktur von Windparks stehst Du gerne als Schnittstelle zwischen Auftraggeber, Kommunen und beauftragten Tiefbauunternehmen zur Verfügung?</p>
<p>Dann bist Du bei uns genau richtig!</p>
<p>Werde Teil unseres motivierten Teams und trage gemeinsam mit uns einen Teil zur Energiewende bei.</p>
<h2>Aufgaben",1769079762,Engineering
Bauleiter (m/w/d) - Windparkbau,Deutscher Bauservice GmbH,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/deutscher-bauservice-gmbh/bauleiter-windparkbau-frankfurt-am-main-445844,Arbeitnow,,On-site,"<p>Die Welt verändert sich - Du Dich auch?</p>
<p>Deine Zukunft beginnt heute! Im Zeitalter der Energiewende setzen wir auf neue Wege sowie motivierte Mitarbeiter. Für den Bau der kompletten Infrastruktur von Windparks stehst Du gerne als Schnittstelle zwischen Auftraggeber, Kommunen und beauftragten Tiefbauunternehmen zur Verfügung?</p>
<p>Dann bist Du bei uns genau richtig!</p>
<p>Werde Teil unseres motivierten Teams und trage gemeinsam mit uns einen Teil zur Energiewende bei.</p>
<h2>Aufgaben",1769079761,Engineering
Bauleiter (m/w/d) - Windparkbau,Deutscher Bauservice GmbH,Aschersleben,https://www.arbeitnow.com/jobs/companies/deutscher-bauservice-gmbh/bauleiter-windparkbau-aschersleben-38868,Arbeitnow,,On-site,"<p>Die Welt verändert sich - Du Dich auch?</p>
<p>Deine Zukunft beginnt heute! Im Zeitalter der Energiewende setzen wir auf neue Wege sowie motivierte Mitarbeiter. Für den Bau der kompletten Infrastruktur von Windparks stehst Du gerne als Schnittstelle zwischen Auftraggeber, Kommunen und beauftragten Tiefbauunternehmen zur Verfügung?</p>
<p>Dann bist Du bei uns genau richtig!</p>
<p>Werde Teil unseres motivierten Teams und trage gemeinsam mit uns einen Teil zur Energiewende bei.</p>
<h2>Aufgaben",1769079761,Engineering
Automation-Engineer (m/w/d) - Vollzeit,Christoph Gerl GmbH,Aichach,https://www.arbeitnow.com/jobs/companies/christoph-gerl-gmbh/automation-engineer-vollzeit-aichach-122825,Arbeitnow,,On-site,"<p>Wir suchen neue Mitarbeiter (m/w/d) für den Bereich IT-Management, Digitalisierung &#x26; Automatisierung, die uns bei der Umsetzung unserer Kundenprojekte unterstützen.</p>
<p>Wenn du motiviert bist und ein Interesse an IT-Systemen und Programmen mitbringst, dann bist du bei uns genau richtig!</p>
<p>Aufgrund der sehr stabilen und nach wie vor stark steigenden Auftragslage suchen wir eine Unterstützung in unserem Büro im Herzen von Aichach in Festanstellung für die Christoph Gerl GmbH.</p>
<",1769079760,Information Systems
Recruiter / Junior Personalberater (m/w/d),PolyTALENT GmbH,Lohne,https://www.arbeitnow.com/jobs/companies/polytalent-gmbh/recruiter-junior-personalberater-lohne-130667,Arbeitnow,,On-site,"<h2>Jobbeschreibung</h2>
<p>Du bist kommunikativ, ehrgeizig und willst richtig was erreichen? Dann passt du perfekt zu PolyTALENT. Wir suchen Menschen, die Verantwortung übernehmen wollen, klar denken und Lust auf echtes Wachstum haben, persönlich und beruflich. Unsere Mission: Den industriellen Mittelstand durch modernes, digitales Headhunting auf das nächste Level heben. Und genau dafür brauchen wir dich!</p>
<h2>Deine Rolle als Recruiter / Personalberater</h2>
<p>Du begleitest Kandidaten und ",1769079760,HR
