title,company,location,url,source,salary,job_type,description,posted_date,tags
Field Sales  Territory Manager - FSC,SumUp,"Düsseldorf, North Rhine-Westphalia, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-dusseldorf-172160,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Field Sales Territory Manager - FSC,SumUp,"Baden-Baden, Baden-Württemberg, Germany",https://www.arbeitnow.com/jobs/companies/sumup/field-sales-territory-manager-fsc-baden-baden-90467,Arbeitnow,,On-site,"<h2 data-start=""520"" data-end=""567"">🚀 Field Sales Territory Manager - FSC</h2>
<h2>Verkaufe mit Sinn. Gewinne mit Technologie.</h2>
<p>Bei SumUp treiben wir den Erfolg kleiner Unternehmen voran – mit smarten Payment-Lösungen, die genauso flexibel sind wie unsere Kund*innen. Ob im Laden, mobil oder auf dem Wochenmarkt: Unsere Geräte machen Kartenzahlungen überall möglich – schnell, sicher und einfach.</p>
<p data-start=""610"" data-end=""944"">Um unsere Präsenz in Deutschland weiter auszubauen, suche",1769067916,
Senior Online Marketing Manager (Brand Performance - Europe),SumUp,"Berlin, Berlin, Germany",https://www.arbeitnow.com/jobs/companies/sumup/senior-online-marketing-manager-brand-performance-europe-berlin-19720,Arbeitnow,,On-site,"<h1><strong>Senior Online Marketing Manager (Brand Performance – Europe)</strong></h1>
<p>📍 <strong>Berlin, Germany</strong> | 🏢 <strong>Office-first setup</strong></p>
<h3><strong>SumUp</strong></h3>
<p>SumUp is a leading global fintech company committed to levelling the playing field for small businesses. Founded in 2012, we're the trusted partner of over <strong>4 million merchants across 36 markets</strong>, providing simple and affordable tools that help them manage payments, business finan",1769067916,
Global Brand Design Manager (m/f/x),Atolls,"Berlin, Berlin, Germany",https://www.arbeitnow.com/jobs/companies/atolls/global-brand-design-manager-berlin-448246,Arbeitnow,,On-site,"<div class=""content-intro""><p><img style=""display: block; max-width: 100%;"" src=""https://atolls.com/wp-content/uploads/2025/10/Atolls-Banner_01_Greenhouse_1400x200-scaled.jpg"" alt=""Atolls top banner""></p>
<hr>
<h3 class=""mb-2 whitespace-pre-wrap""><strong>Atolls is the world's largest community-driven shopping platform, active in 20+ markets.&nbsp;</strong></h3>
<p class=""mb-2 whitespace-pre-wrap"">We help millions make smarter spending decisions across discovery, evaluation, and (re-)purchase by ",1769067916,
Territory Sales Manager - Bayern (m/w/d),Wolt - English,"Bayerisch Eisenstein, Bavaria, Germany",https://www.arbeitnow.com/jobs/companies/wolt-english/territory-sales-manager-bayern-bayerisch-eisenstein-132184,Arbeitnow,,On-site,"<div class=""content-intro""><h2><span data-sheets-root=""1"">About Wolt</span></h2>
<p><span data-sheets-root=""1"">At Wolt, we create technology that brings joy, simplicity and earnings to the neighborhoods of the world. In 2014 we started with delivery of restaurant food. Now we're building the delivery of (almost) everything and you'll find us in over 500 cities in 30 countries around the world. In 2022 we joined forces with DoorDash and together we keep on dreaming big and expanding across the gl",1769067915,
Territory Sales Manager - Bamberg (m/w/d) ,Wolt - English,"Nuremberg, Bavaria, Germany",https://www.arbeitnow.com/jobs/companies/wolt-english/territory-sales-manager-bamberg-nuremberg-189759,Arbeitnow,,On-site,"<div class=""content-intro""><h2><span data-sheets-root=""1"">About Wolt</span></h2>
<p><span data-sheets-root=""1"">At Wolt, we create technology that brings joy, simplicity and earnings to the neighborhoods of the world. In 2014 we started with delivery of restaurant food. Now we're building the delivery of (almost) everything and you'll find us in over 500 cities in 30 countries around the world. In 2022 we joined forces with DoorDash and together we keep on dreaming big and expanding across the gl",1769067915,
Remote Social Media Ads Manager (m/w/d) - Werkstudent/Teilzeit,smartkündigen OHG,Neuss,https://www.arbeitnow.com/jobs/companies/smartkundigen-ohg/remote-social-media-ads-manager-werkstudent-teilzeit-neuss-448036,Arbeitnow,,Remote,"<p><strong>Wir suchen Verstärkung im Online-Marketing!</strong></p>
<p>Du liebst es, mit Social Media zu arbeiten und kennst dich mit Werbeanzeigen aus? Dann bist du bei uns genau richtig. Zur Unterstützung unseres Teams suchen wir eine motivierte Person, die unsere Social Media Kanäle mit Leben füllt – und vor allem performante Ads schaltet.</p>
<h2>Aufgaben</h2>
<ul>
<li>Planung, Erstellung und Betreuung von <strong>Social Media Ads</strong> (Meta Ads – Facebook &#x26; Instagram, TikTok Ads, L",1769067166,"Remote, Social Media Manager"
Python Developer,RemoteStar,UK,https://jobicy.com/jobs/138201-python-developer-2,Jobicy,,['Full-Time'],RemoteStar is looking to hire a Remote Python Developer on behalf of our client based in the UK with a fully remote work policy.About Client:Our Client is established on the fundamental principle...,2026-01-07T03:48:09+00:00,Programming
Senior Software Engineer (Python/Serverless/RestAPI),NBCUniversal,USA,https://jobicy.com/jobs/138191-senior-software-engineer-python-serverless-restapi,Jobicy,,['Full-Time'],"Company DescriptionNBCUniversal is one of the world&amp;#8217;s leading media and entertainment companies. We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to...",2026-01-07T03:47:31+00:00,Software Engineering
"Software Developer, Python - Security Clearance Required",IIIIIIUS,Adelphi Maryland US,https://careers.icf.com/us/en/job/R2600146/Software-Developer-Python-Security-Clearance-Required?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,,Full-time,"Description

ICF is seeking a Software Developer to be part of a talented, technical, and dynamic team on-site in Adelphi, MD. Our team excels in the delivery of technical competency and capabilities in dynamic resource constrained environments. This role will support development and evaluation of machine learning (ML) algorithms for resource constrained devices such as Unmanned Air/Ground Vehicles (UAV/UGV) toward realizing efficient and effective Intelligence, Surveillance, Reconnaissance (ISR",2026-01-19T00:00:00.000Z,"Active US Government issued Security clearance, Due to contract requirements, U.S. Citizenship is required, Must be DoD 8570 compliant and maintain required certification for an IAT I level"
Python Senior Software Engineer,Walmart,Washington District of Columbia US,"https://www.ziprecruiter.com/c/Walmart/Job/Python-Senior-Software-Engineer/-in-Washington,DC?jid=0ae1337c72cef315&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",JSearch,"108,000 - 216,000",Full-time and Part-time,"Position Summary...

What you'll do...

As a part of Walmart Global Tech, you’ll build industry defining reusable customer and partner facing services and products to lead differentiated experiences and revenue. You will be in the unique position to be of service to both our customers (1P as well as 3P) and our associates as a member of this organization supporting all segments of Walmart. If you are the type of person who feels a personal stake in everything that you work on, has a love for dat",2026-01-20T00:00:00.000Z,"Experience integrating with scalable back-end services (e.g., REST / graph-QL), Experience in functional, integration and E2E (End 2 End) testing tools and practices, Experience with code repositories and version control practices"
Software Engineer - Backend (Python),Scribd,Washington District of Columbia US,https://www.indeed.com/viewjob?jk=58e468abbbc52106&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,"126,000 - 196,000",Full-time,"About The Company:

At Scribd Inc. (pronounced “scribbed”), our mission is to spark human curiosity. Join our team as we create a world of stories and knowledge, democratize the exchange of ideas and information, and empower collective expertise through our four products: Everand, Scribd, Slideshare, and Fable.

This posting reflects an approved, open position within the organization.

We support a culture where our employees can be real and be bold; where we debate and commit as we embrace plot",,"Strong proficiency in Python (3+ years), Proven experience designing and building event-driven, distributed, and scalable systems, Hands-on experience with AWS services (ECS, Lambda, SQS, SNS, CloudWatch, etc.), Experience with infrastructure-as-code tools like Terraform"
Python Developer (Full Stack),"Futrend Technology, Inc.",Bethesda Maryland US,https://www.indeed.com/viewjob?jk=8ea3860ddcee3c61&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,"80,000 - 110,000",Full-time,"Futrend Technology, Inc. is an innovative business and technology solutions provider. Our primary focus and core competencies are in Healthcare IT, Federal Financial Management, and Grants Management. We excel at providing customers with high-value solutions that support their missions and meet their most critical objectives and business needs. We provide full life-cycle IT services to Federal agencies with recognized excellence in complex real-time system integration and enterprise-wide system ",,"Bachelor’s degree in engineering, Computer Science or a related field, Expert in Python (Django) and responsive front-end design (Bootstrap, Foundation, etc.), Experience with version control systems (git) and cloud-based services (AWS, Linode, etc.), Self-motivated and accountable"
Software Engineering Solution Support (Python),Jobs via Dice,McLean Virginia US,https://www.linkedin.com/jobs/view/software-engineering-solution-support-python-at-jobs-via-dice-4361919602?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,,Full-time,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Shiro Technologies, is seeking the following. Apply via Dice today!

Job Description:
• We are seeking a hands-on, experienced Software Engineer with strong expertise in Python, Python automation, and GitLab automation to integrate with cross-functional program and solution delivery teams.
• This role involves designing, developing, and maintaining robust, efficient data pipelines to ingest, tran",2026-01-21T19:00:00.000Z,"Python, SQL, Tableau, AWS"
Data Engineer(Strong Python),VeeRteq Solutions LLC,Washington District of Columbia US,https://www.linkedin.com/jobs/view/data-engineer-strong-python-at-veerteq-solutions-llc-4363807408?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,,Full-time,"Job Title: Data Engineer(Strong Python) Experience: 8+ Years

Location: Remote

Mandatory Skills: Python, Graph DB, OWL, SPARQL, RDF, Knowledge Graph, Data Modeling

What is in it for you?

As a Data Engineer, you will design and build semantic data solutions and knowledge graph models to support advanced search, analytics, and decision intelligence platforms. You will work with ontologies, graph databases, and semantic standards to enable highly connected data ecosystems.

Responsibilities
• De",2026-01-17T00:00:00.000Z,"Mandatory Skills: Python, Graph DB, OWL, SPARQL, RDF, Knowledge Graph, Data Modeling, Experience & Technical Skills, 8+ years of overall Data Engineering experience, with strong Python programming skills, Strong hands-on experience with Knowledge Graphs and Semantic Web technologies"
Python Developer III,Guru Schools,Washington District of Columbia US,"https://www.ziprecruiter.com/c/Guru-Schools/Job/Python-Developer-III/-in-Washington,DC?jid=edaeba4ed1cd2319&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",JSearch,,Full-time,"Python Developer III

4 DAYS ONSITE

MUST BE LOCAL

FACE TO FACE INTERVIEW

MUST HAVE POWER BI EXPERIENCE

SENIOR PYTHON DEVELOPER

Python, reporting- part of the Enterprise Data Management team supporting treasury data

Want someone really good at python and sql and ok at power bi- just able to identify problems, not a report developer

Data processing and reporting overlap- the india team is responsible for that mostly, but this person would be responsible for responding to questions on report",,"MUST HAVE POWER BI EXPERIENCE, SENIOR PYTHON DEVELOPER, The person who left- really willing to learn, invested time in understanding EDM app, Really need someone with core python and scripting- that's what they will be doing"
"Lead Software Engineer, Back End (Python, AWS)",Capital One,McLean Virginia US,https://www.capitalonecareers.com/job/mclean/lead-software-engineer-back-end-python-aws/1732/87829422448?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,,Full-time and Part-time,"Lead Software Engineer, Back End (Python, AWS)

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are passionate about marrying data with emerging technologies. As a",2026-01-06T00:00:00.000Z,"Bachelor’s Degree, At least 1 year experience with cloud computing (AWS, Microsoft Azure, Google Cloud)"
"API/Java/Python Developer, Junior","CGI Group, Inc.",Arlington Virginia US,https://www.indeed.com/viewjob?jk=fc233c6c09f2e1ac&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,"100,000 - 150,000",Full-time,"Position Description:

CGI Federal has an exciting opportunity for an API/Java/Python Developer within our Intel sector advancing the national security mission through cutting edge technology. You must have a passion for keeping pace with rapidly evolving technology advancements and leveraging your knowledge on a highly collaborative team to deliver state-of-the-art capabilities.
The API/Java/Python Developer is responsible for the design, development, and maintenance of software applications an",,"Bachelors degree and/or 0 to 2 years of experience, Active TS/SCI and the ability to obtain and maintain a TS/SCI with CI Poly, Familiarity with database systems (SQL and/or NoSQL)"
"Senior Software Engineer (Python,  AWS)",Capital One,McLean Virginia US,https://www.capitalonecareers.com/job/mclean/senior-software-engineer-python-aws/1732/88584238368?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,JSearch,,Full-time and Part-time,"Senior Software Engineer (Python, AWS)

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passionate about marrying data with emerging technologies. As a Capital One S",,"Bachelor’s Degree, At least 3 years of experience in software engineering (Internship experience does not apply)"
